available_bike_stands,time_of_day,type_of_day,time_of_year,day_of_year,iso_date,temperature,rain,relative_humidity,vapour_pressure,wind_speed,sunshine,visibility,change_in_bike_availability,epoch,bikes_at_t1,bikes_at_t2
30,63727,0,4124527,47,2017-02-16T17:42:07,9.0,2,88,10.1,13,0.0,30000,15,1487266927,15,5
26,32223,0,4179423,48,2017-02-17T08:57:03,7.9,0,89,9.4,4,0.0,30000,-14,1487321823,40,35
26,34014,0,4181214,48,2017-02-17T09:26:54,7.9,0,89,9.4,4,0.0,30000,-14,1487323614,40,40
20,35802,1,4355802,50,2017-02-19T09:56:42,9.1,2,97,11.2,13,0.0,3000,-12,1487498202,32,37
34,63611,0,4470011,51,2017-02-20T17:40:11,10.1,2,88,10.9,11,0.0,25000,16,1487612411,18,21
2,67183,0,4473583,51,2017-02-20T18:39:43,9.9,0,88,10.8,8,0.0,30000,-11,1487615983,13,19
10,80974,0,4487374,51,2017-02-20T22:29:34,9.7,0,89,10.8,10,0.0,30000,10,1487629774,0,0
2,26097,0,4518897,52,2017-02-21T07:14:57,8.7,0,90,10.2,8,0.0,25000,-10,1487661297,12,12
39,28208,0,4521008,52,2017-02-21T07:50:08,9.2,0,93,10.8,12,0.0,17000,10,1487663408,29,26
19,67259,0,4560059,52,2017-02-21T18:40:59,11.1,0,92,12.2,22,0.0,7000,10,1487702459,9,10
26,69131,0,4648331,53,2017-02-22T19:12:11,7.1,0,94,9.5,9,0.0,6000,19,1487790731,7,7
26,35229,0,4700829,54,2017-02-23T09:47:09,5.8,0,82,7.5,29,0.3,40000,-12,1487843229,38,39
39,68206,0,4733806,54,2017-02-23T18:56:46,3.2,0,79,6.1,15,0.0,30000,10,1487876206,29,25
4,22975,0,4774975,55,2017-02-24T06:22:55,1.3,3,89,5.9,12,0.0,30000,-17,1487917375,21,20
26,29283,0,4781283,55,2017-02-24T08:08:03,1.8,0,89,6.2,13,0.6,30000,-14,1487923683,40,39
22,35875,0,4787875,55,2017-02-24T09:57:55,4.6,0,82,7.0,10,0.1,40000,-15,1487930275,37,40
22,67083,0,4819083,55,2017-02-24T18:38:03,8.0,0,82,8.8,12,0.0,30000,12,1487961483,10,11
18,22495,0,5033695,58,2017-02-27T06:14:55,2.7,0,79,5.8,6,0.0,30000,-10,1488176095,28,36
29,27605,0,5038805,58,2017-02-27T07:40:05,2.6,0,81,5.9,5,0.2,40000,-11,1488181205,40,40
21,37210,0,5048410,58,2017-02-27T10:20:10,2.7,0,81,6.0,8,0.7,40000,-14,1488190810,35,37
23,62462,0,5073662,58,2017-02-27T17:21:02,3.8,2,77,6.1,10,0.0,45000,10,1488216062,13,12
5,19142,0,5116742,59,2017-02-28T05:19:02,-0.2,0,94,5.6,15,0.0,20000,-10,1488259142,15,17
24,29768,0,5127368,59,2017-02-28T08:16:08,0.7,0,94,6.0,17,0.1,8000,-10,1488269768,34,40
11,26515,0,5210515,60,2017-03-01T07:21:55,2.5,0,87,6.4,9,0.0,40000,-10,1488352915,21,22
27,28931,0,5212931,60,2017-03-01T08:02:11,2.7,0,88,6.5,9,0.8,40000,-12,1488355331,39,36
18,76300,0,5260300,60,2017-03-01T21:11:40,4.2,0,85,7.0,21,0.0,20000,17,1488402700,1,0
8,23521,0,5293921,61,2017-03-02T06:32:01,3.8,2,88,7.1,21,0.1,25000,-10,1488436321,18,27
26,28989,0,5299389,61,2017-03-02T08:03:09,3.6,0,85,6.7,19,1.0,30000,-11,1488441789,37,38
11,73373,0,5343773,61,2017-03-02T20:22:53,6.7,2,79,7.8,11,0.0,20000,11,1488486173,0,0
21,73607,0,5344007,61,2017-03-02T20:26:47,6.7,2,79,7.8,11,0.0,20000,10,1488486407,11,0
8,21769,0,5378569,62,2017-03-03T06:02:49,5.5,0,98,8.9,6,0.0,20000,-10,1488520969,18,17
2,26905,1,5470105,63,2017-03-04T07:28:25,5.7,0,88,8.0,11,0.1,30000,-11,1488612505,13,12
10,49112,1,5492312,63,2017-03-04T13:38:32,6.9,2,88,8.8,5,0.0,25000,-14,1488634712,24,27
14,23170,0,5639170,65,2017-03-06T06:26:10,2.3,0,86,6.2,5,0.0,30000,-14,1488781570,28,33
29,27667,0,5643667,65,2017-03-06T07:41:07,2.1,0,89,6.3,5,0.0,30000,-11,1488786067,40,40
26,66060,0,5682060,65,2017-03-06T18:21:00,4.6,2,89,7.5,12,0.0,30000,12,1488824460,14,16
1,23170,0,5725570,66,2017-03-07T06:26:10,2.0,3,87,6.1,4,0.0,30000,-10,1488867970,11,16
24,27622,0,5730022,66,2017-03-07T07:40:22,2.1,0,91,6.5,4,0.0,30000,-12,1488872422,36,29
25,30671,0,5733071,66,2017-03-07T08:31:11,4.5,0,81,6.8,4,0.0,30000,-13,1488875471,38,38
23,60731,0,5763131,66,2017-03-07T16:52:11,10.0,0,77,9.4,10,0.0,30000,-10,1488905531,33,36
21,62527,0,5764927,66,2017-03-07T17:22:07,10.0,0,77,9.4,10,0.0,30000,-10,1488907327,31,30
27,32830,0,5821630,67,2017-03-08T09:07:10,8.4,0,88,9.6,11,0.0,25000,-11,1488964030,38,40
30,39054,0,5827854,67,2017-03-08T10:50:54,10.7,0,79,10.1,13,0.7,30000,-10,1488970254,40,40
0,23493,0,5898693,68,2017-03-09T06:31:33,6.6,0,84,8.1,19,0.2,30000,-11,1489041093,11,16
23,33789,0,5908989,68,2017-03-09T09:23:09,7.7,0,77,8.1,11,1.0,30000,-13,1489051389,36,40
23,62285,0,5937485,68,2017-03-09T17:18:05,9.1,0,63,7.3,10,0.0,30000,13,1489079885,10,9
17,66988,0,5942188,68,2017-03-09T18:36:28,8.7,0,70,7.9,10,0.0,30000,12,1489084588,5,5
1,19613,0,5981213,69,2017-03-10T05:26:53,8.0,0,93,10.0,5,0.0,30000,-11,1489123613,12,12
35,28151,0,5989751,69,2017-03-10T07:49:11,10.3,0,86,10.7,4,0.0,30000,10,1489132151,25,31
20,64740,0,6026340,69,2017-03-10T17:59:00,10.5,0,76,9.6,9,0.0,40000,-10,1489168740,30,30
22,49810,1,6097810,70,2017-03-11T13:50:10,11.3,0,85,11.4,7,0.0,35000,-13,1489240210,35,38
5,32993,1,6167393,71,2017-03-12T09:09:53,8.1,0,87,9.4,16,0.0,30000,-12,1489309793,17,15
3,21038,0,6241838,72,2017-03-13T05:50:38,8.2,2,87,9.5,13,0.0,18000,-10,1489384238,13,13
15,27664,0,6248464,72,2017-03-13T07:41:04,8.6,0,90,10.1,14,0.3,20000,-12,1489390864,27,24
40,29757,0,6250557,72,2017-03-13T08:15:57,8.6,0,90,10.1,14,0.3,20000,11,1489392957,29,27
15,63659,0,6284459,72,2017-03-13T17:40:59,13.2,0,63,9.6,13,0.0,25000,10,1489426859,5,0
13,68159,0,6288959,72,2017-03-13T18:55:59,12.5,0,66,9.6,12,0.0,20000,12,1489431359,1,0
27,26515,0,6333715,73,2017-03-14T07:21:55,10.8,2,91,11.8,15,0.0,15000,12,1489476115,15,14
27,27727,0,6334927,73,2017-03-14T07:42:07,10.7,0,96,12.4,14,0.0,3500,-12,1489477327,39,34
38,30129,0,6337329,73,2017-03-14T08:22:09,10.7,0,96,12.4,14,0.0,3500,10,1489479729,28,32
25,62827,0,6370027,73,2017-03-14T17:27:07,11.7,0,69,9.5,16,0.1,40000,-10,1489512427,35,35
4,23561,0,6417161,74,2017-03-15T06:32:41,5.4,0,94,8.4,3,0.5,25000,-11,1489559561,15,17
27,30190,0,6423790,74,2017-03-15T08:23:10,7.3,0,91,9.3,4,1.0,30000,-11,1489566190,38,40
39,62869,0,6456469,74,2017-03-15T17:27:49,14.4,0,63,10.4,10,0.2,50000,10,1489598869,29,32
15,80887,0,6474487,74,2017-03-15T22:28:07,11.0,2,84,11.0,12,0.0,30000,12,1489616887,3,3
11,19120,0,6499120,75,2017-03-16T05:18:40,9.6,2,83,9.9,11,0.0,20000,-14,1489641520,25,24
20,52138,0,6618538,76,2017-03-17T14:28:58,8.6,0,92,10.2,23,0.0,7000,-12,1489760938,32,40
25,50168,1,6702968,77,2017-03-18T13:56:08,12.2,0,89,12.7,20,0.0,18000,-14,1489845368,39,40
29,62427,1,6715227,77,2017-03-18T17:20:27,11.6,2,93,12.6,21,0.0,8000,-11,1489857627,40,40
26,54429,1,6793629,78,2017-03-19T15:07:09,11.9,0,84,11.7,17,0.6,25000,-11,1489936029,37,40
24,34964,0,6860564,79,2017-03-20T09:42:44,7.4,0,74,7.7,17,0.7,25000,-12,1490002964,36,39
38,26874,0,6938874,80,2017-03-21T07:27:54,1.0,2,88,5.8,18,0.7,20000,10,1490081274,28,23
29,27491,0,6939491,80,2017-03-21T07:38:11,1.7,0,85,5.9,16,1.0,30000,-11,1490081891,40,38
26,30791,0,6942791,80,2017-03-21T08:33:11,2.8,2,81,6.0,17,1.0,20000,-12,1490085191,38,38
30,37449,0,6949449,80,2017-03-21T10:24:09,4.3,2,74,6.1,17,1.0,30000,-10,1490091849,40,40
10,78499,0,6990499,80,2017-03-21T21:48:19,3.1,0,88,6.7,5,0.0,40000,10,1490132899,0,0
25,29044,0,7027444,81,2017-03-22T08:04:04,3.8,0,92,7.3,21,0.0,12000,-11,1490169844,36,40
25,33532,0,7031932,81,2017-03-22T09:18:52,3.9,0,90,7.3,21,0.0,7000,-13,1490174332,38,38
24,37741,0,7036141,81,2017-03-22T10:29:01,3.9,0,93,7.5,21,0.0,5000,-11,1490178541,35,40
31,61507,0,7059907,81,2017-03-22T17:05:07,3.8,0,93,7.5,16,0.0,12000,11,1490202307,20,22
27,30606,0,7115406,82,2017-03-23T08:30:06,7.5,0,81,8.4,15,0.4,24000,-11,1490257806,38,38
23,33299,0,7118099,82,2017-03-23T09:14:59,7.5,0,81,8.4,15,0.4,24000,-15,1490260499,38,34
33,60311,0,7145111,82,2017-03-23T16:45:11,8.4,0,81,8.9,14,1.0,20000,10,1490287511,23,23
30,65707,0,7150507,82,2017-03-23T18:15:07,7.5,0,84,8.7,13,0.4,20000,10,1490292907,20,20
11,71408,0,7156208,82,2017-03-23T19:50:08,5.8,0,91,8.4,9,0.0,14000,11,1490298608,0,1
21,28254,0,7199454,83,2017-03-24T07:50:54,6.8,0,78,7.7,9,1.0,25000,-17,1490341854,38,40
20,60428,0,7231628,83,2017-03-24T16:47:08,8.4,0,69,7.6,10,1.0,35000,-10,1490374028,30,27
4,64629,0,7235829,83,2017-03-24T17:57:09,7.4,0,70,7.2,9,0.9,40000,-11,1490378229,15,14
19,66721,0,7237921,83,2017-03-24T18:32:01,6.3,0,78,7.4,6,0.0,40000,13,1490380321,6,0
22,46312,1,7303912,84,2017-03-25T12:51:52,11.4,0,67,9.1,8,1.0,25000,-17,1490446312,39,40
15,23575,0,7453975,86,2017-03-27T06:32:55,5.1,3,98,8.6,6,0.2,20000,-11,1490592775,26,34
23,33250,0,7463650,86,2017-03-27T09:14:10,9.7,0,86,10.3,6,1.0,25000,-11,1490602450,34,37
27,26949,0,7543749,87,2017-03-28T07:29:09,7.5,3,96,9.9,8,0.0,2200,11,1490682549,16,12
26,37809,0,7554609,87,2017-03-28T10:30:09,10.6,0,86,11.0,11,0.1,7000,-14,1490693409,40,39
12,27308,0,7630508,88,2017-03-29T07:35:08,10.5,0,96,12.2,10,0.0,9000,-16,1490769308,28,24
35,28812,0,7632012,88,2017-03-29T08:00:12,10.5,0,96,12.2,10,0.0,9000,12,1490770812,23,16
29,33280,0,7636480,88,2017-03-29T09:14:40,12.4,0,86,12.3,5,0.0,9000,-10,1490775280,39,40
24,62444,0,7665644,88,2017-03-29T17:20:44,14.4,0,73,11.9,14,0.2,30000,-10,1490804444,34,29
17,64254,0,7667454,88,2017-03-29T17:50:54,13.4,0,78,12.0,13,0.0,30000,-11,1490806254,28,22
2,18864,0,7708464,89,2017-03-30T05:14:24,11.8,0,87,12.0,8,0.0,20000,-13,1490847264,15,15
24,33967,0,7723567,89,2017-03-30T09:26:07,11.9,0,90,12.6,8,0.0,12000,-13,1490862367,37,38
29,70571,0,7760171,89,2017-03-30T19:36:11,10.8,2,95,12.3,11,0.0,20000,20,1490898971,9,9
3,18675,0,7794675,90,2017-03-31T05:11:15,10.3,0,95,11.9,9,0.0,20000,-17,1490933475,20,20
24,36120,0,7812120,90,2017-03-31T10:02:00,11.7,0,68,9.3,15,0.8,35000,-16,1490950920,40,40
26,51228,1,8000028,92,2017-04-02T14:13:48,12.2,0,61,8.6,13,1.0,60000,-14,1491138828,40,37
23,33204,0,8068404,93,2017-04-03T09:13:24,11.3,0,65,8.7,10,0.0,40000,-11,1491207204,34,40
24,64206,0,8099406,93,2017-04-03T17:50:06,12.5,0,80,11.6,14,0.7,30000,-10,1491238206,34,34
10,68696,0,8103896,93,2017-04-03T19:04:56,11.7,0,83,11.4,13,0.0,30000,10,1491242696,0,0
11,80408,0,8115608,93,2017-04-03T22:20:08,10.1,0,91,11.2,11,0.0,30000,10,1491254408,1,1
1,24607,0,8146207,94,2017-04-04T06:50:07,6.0,0,76,7.1,7,0.6,30000,-16,1491285007,17,21
35,61266,0,8269266,95,2017-04-05T17:01:06,10.7,0,70,9.0,7,0.0,60000,12,1491408066,23,25
23,71438,0,8279438,95,2017-04-05T19:50:38,8.8,0,80,9.0,5,0.0,40000,10,1491418238,13,15
12,23530,0,8317930,96,2017-04-06T06:32:10,7.4,0,81,8.4,5,0.0,40000,-10,1491456730,22,23
34,28329,0,8322729,96,2017-04-06T07:52:09,8.1,0,76,8.2,4,0.0,40000,10,1491461529,24,31
34,62522,0,8356922,96,2017-04-06T17:22:02,9.4,0,67,7.9,9,0.0,40000,11,1491495722,23,28
17,67626,0,8362026,96,2017-04-06T18:47:06,8.4,0,73,8.0,6,0.0,40000,10,1491500826,7,5
10,79027,0,8373427,96,2017-04-06T21:57:07,7.9,0,72,7.7,4,0.0,30000,10,1491512227,0,0
29,28387,0,8409187,97,2017-04-07T07:53:07,7.6,0,68,7.1,3,0.0,40000,-11,1491547987,40,40
34,28974,0,8409774,97,2017-04-07T08:02:54,7.6,0,68,7.1,3,0.0,40000,10,1491548574,24,29
30,34374,0,8415174,97,2017-04-07T09:32:54,8.5,0,65,7.2,4,0.1,40000,-10,1491553974,40,38
22,43117,1,8510317,98,2017-04-08T11:58:37,14.0,0,64,10.2,7,1.0,16000,-18,1491649117,40,39
23,44302,1,8597902,99,2017-04-09T12:18:22,11.4,0,70,9.4,12,0.0,20000,-17,1491736702,40,40
16,85207,1,8638807,99,2017-04-09T23:40:07,5.0,0,89,7.7,9,0.0,20000,-14,1491777607,30,31
24,33306,0,8673306,100,2017-04-10T09:15:06,8.0,0,76,8.2,13,1.0,40000,-12,1491812106,36,40
17,27668,0,8754068,101,2017-04-11T07:41:08,8.3,0,79,8.7,13,0.7,40000,-20,1491892868,37,34
29,32467,0,8758867,101,2017-04-11T09:01:07,9.5,0,73,8.6,19,1.0,40000,-11,1491897667,40,37
11,67028,0,8793428,101,2017-04-11T18:37:08,9.2,0,72,8.4,20,0.0,45000,10,1491932228,1,6
15,67391,0,8880191,102,2017-04-12T18:43:11,8.5,0,65,7.2,15,0.2,50000,10,1492018991,5,9
24,28959,0,8928159,103,2017-04-13T08:02:39,7.8,0,83,8.8,9,1.0,25000,-15,1492066959,39,39
23,33769,0,8932969,103,2017-04-13T09:22:49,9.0,0,69,8.0,11,0.4,25000,-16,1492071769,39,35
34,37676,0,8936876,103,2017-04-13T10:27:56,9.3,0,71,8.3,11,0.0,40000,-10,1492075676,44,40
4,64982,0,8964182,103,2017-04-13T18:03:02,10.2,0,70,8.7,10,0.0,50000,-10,1492102982,14,15
21,65592,0,8964792,103,2017-04-13T18:13:12,10.2,0,70,8.7,10,0.0,50000,10,1492103592,11,4
23,34562,1,9192962,106,2017-04-16T09:36:02,10.1,2,88,10.9,14,0.0,8000,-13,1492331762,36,35
36,28009,0,9359209,108,2017-04-18T07:46:49,8.0,0,92,9.8,4,0.0,30000,10,1492498009,26,25
26,28917,0,9360117,108,2017-04-18T08:01:57,8.0,0,92,9.8,4,0.0,30000,-14,1492498917,40,40
37,29221,0,9360421,108,2017-04-18T08:07:01,8.0,0,92,9.8,4,0.0,30000,11,1492499221,26,40
31,58922,0,9390122,108,2017-04-18T16:22:02,10.6,0,72,9.3,9,0.1,40000,13,1492528922,18,20
24,28091,0,9445691,109,2017-04-19T07:48:11,9.6,2,85,10.2,9,0.0,25000,-11,1492584491,35,30
40,55261,0,9472861,109,2017-04-19T15:21:01,12.8,2,91,13.4,9,0.0,11000,10,1492611661,30,30
13,76447,0,9494047,109,2017-04-19T21:14:07,10.8,0,89,11.5,6,0.0,25000,11,1492632847,2,2
18,25735,0,9529735,110,2017-04-20T07:08:55,9.6,0,84,10.1,8,0.0,35000,-15,1492668535,33,33
30,61137,0,9565137,110,2017-04-20T16:58:57,12.7,0,71,10.4,10,0.0,45000,11,1492703937,19,19
12,67762,0,9571762,110,2017-04-20T18:49:22,11.6,0,77,10.5,6,0.0,40000,12,1492710562,0,0
6,21244,0,9611644,111,2017-04-21T05:54:04,9.2,0,83,9.6,7,0.0,40000,-10,1492750444,16,24
40,28468,0,9618868,111,2017-04-21T07:54:28,9.7,0,84,10.1,9,0.0,40000,12,1492757668,28,19
29,35111,0,9625511,111,2017-04-21T09:45:11,11.0,0,80,10.5,9,0.0,40000,-11,1492764311,40,40
23,45716,1,9808916,113,2017-04-23T12:41:56,10.3,0,76,9.5,7,0.0,40000,-15,1492947716,38,40
30,31930,0,9881530,114,2017-04-24T08:52:10,8.9,2,84,9.5,13,0.0,8000,-10,1493020330,40,40
40,32215,0,9881815,114,2017-04-24T08:56:55,8.9,2,84,9.5,13,0.0,8000,10,1493020615,30,40
23,34372,0,9883972,114,2017-04-24T09:32:52,9.6,0,78,9.3,13,0.1,30000,-11,1493022772,34,40
22,36165,0,9885765,114,2017-04-24T10:02:45,9.6,0,78,9.3,13,0.1,30000,-15,1493024565,37,38
5,64371,0,9913971,114,2017-04-24T17:52:51,6.2,0,49,4.6,16,0.2,40000,-11,1493052771,16,17
10,69433,0,9919033,114,2017-04-24T19:17:13,4.8,0,50,4.3,17,1.0,50000,10,1493057833,0,0
10,76653,0,9926253,114,2017-04-24T21:17:33,2.4,0,61,4.4,15,0.0,30000,10,1493065053,0,0
27,28089,0,9964089,115,2017-04-25T07:48:09,4.2,0,74,6.1,12,0.9,50000,-13,1493102889,40,40
25,32651,0,10055051,116,2017-04-26T09:04:11,6.6,0,69,6.7,8,0.8,50000,-13,1493193851,38,39
